id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Sentiments,Emotions
1.04773E+18,1.04773E+18,2018-10-04 11:56:23 IST,04-10-2018,11:56:23,530,414972213,autoharvest,AutoHarvest,, https://t.co/TKP2KhSFNV  https://t.co/hQZQr8DEoV,und,[],"['https://lnkd.in/ddeVZTf', 'https://lnkd.in/dwjCPFY']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1047734659470254080,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04761E+18,1.04761E+18,2018-10-04 03:54:02 IST,04-10-2018,03:54:02,530,414972213,autoharvest,AutoHarvest,, https://t.co/985CykHKE1  https://t.co/BTSFmxF8we,und,[],"['https://lnkd.in/et9NaMB', 'https://lnkd.in/e-JqCVW']",[],0,0,2,[],[],https://twitter.com/AutoHarvest/status/1047613273565253637,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04761E+18,1.04761E+18,2018-10-04 03:32:04 IST,04-10-2018,03:32:04,530,414972213,autoharvest,AutoHarvest,,Engadget: Disney’s spray-painting drone could end the need for scaffolding.  https://t.co/UJgCpe4CtH,en,[],['https://lnkd.in/eGp8sbp'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1047607745250304000,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.04755E+18,1.04755E+18,2018-10-03 23:37:50 IST,03-10-2018,23:37:50,530,414972213,autoharvest,AutoHarvest,, https://t.co/mxxYth6I6a  https://t.co/B40eKfZgF4,und,[],"['https://lnkd.in/dEYx6BF', 'https://lnkd.in/dxkd3e6']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1047548798464143360,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04685E+18,1.04685E+18,2018-10-02 01:25:24 IST,02-10-2018,01:25:24,530,414972213,autoharvest,AutoHarvest,,"From Orwell to ‘Little Mermaid,’ Kuwait Steps Up Book Banning  https://t.co/kJMGNwzbdt",en,[],['https://nyti.ms/2QidCoT'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1046851091311284225,FALSE,,0,,,,,,,,[],,,,,Neutral,NA
1.04682E+18,1.04682E+18,2018-10-01 23:22:49 IST,01-10-2018,23:22:49,530,414972213,autoharvest,AutoHarvest,,"Walter Laqueur, eminent scholar who probed the 20th century, dies at 97  https://t.co/3LTRVCBXr4",en,[],['https://lnkd.in/eXjwT8R'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1046820244663209985,FALSE,,0,,,,,,,,[],,,,,Negative,Optimisn
1.04673E+18,1.04673E+18,2018-10-01 17:37:29 IST,01-10-2018,17:37:29,530,414972213,autoharvest,AutoHarvest,,Nobel Prize in Medicine goes to pair for new approach to cancer treatment  https://t.co/06TqUz16kR,en,[],['https://lnkd.in/eyTc8yz'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1046733338525028352,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.04658E+18,1.04658E+18,2018-10-01 07:13:23 IST,01-10-2018,07:13:23,530,414972213,autoharvest,AutoHarvest,, https://t.co/5eKOvTuhBa  https://t.co/GiYimUj1G7,und,[],"['https://lnkd.in/eKRgYi4', 'https://lnkd.in/eywgwN7']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1046576275039703066,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04646E+18,1.04646E+18,2018-09-30 23:13:00 IST,30-09-2018,23:13:00,530,414972213,autoharvest,AutoHarvest,,"At 18, she launched a startup. At 22, she's blazing a trail in the VC world  https://t.co/wKQwwJTq4E",en,[],['https://lnkd.in/eV7wkXv'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1046455384796528640,FALSE,,0,,,,,,,,[],,,,,Positive,Optimisn
1.0462E+18,1.0462E+18,2018-09-30 06:02:08 IST,30-09-2018,06:02:08,530,414972213,autoharvest,AutoHarvest,, https://t.co/9P6QgvCcTy  https://t.co/UlKhFT0e3B,und,[],"['https://lnkd.in/eMDkpDD', 'https://lnkd.in/eQguNAR']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1046195957237518338,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0462E+18,1.0462E+18,2018-09-30 05:59:04 IST,30-09-2018,05:59:04,530,414972213,autoharvest,AutoHarvest,, https://t.co/AEmsZmkJQz  https://t.co/pH686Kn5qE,und,[],"['https://lnkd.in/ezYafEC', 'https://lnkd.in/eCSJVzT']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1046195184906702848,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04612E+18,1.04612E+18,2018-09-30 01:18:49 IST,30-09-2018,01:18:49,530,414972213,autoharvest,AutoHarvest,,Sloan Kettering Executive Turns Over Windfall Stake in Biotech Start-Up  https://t.co/Cc2OWcvkrL,en,[],['https://nyti.ms/2Ohmm1h'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1046124658809073665,FALSE,,0,,,,,,,,[],,,,,Neutral,Optimisn
1.04611E+18,1.04611E+18,2018-09-30 00:30:13 IST,30-09-2018,00:30:13,530,414972213,autoharvest,AutoHarvest,, https://t.co/T9ZwHg7CFk  https://t.co/qu2m44NhUk,und,[],"['https://lnkd.in/emYgwfV', 'https://lnkd.in/edNRHTM']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1046112428315086856,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0461E+18,1.0461E+18,2018-09-29 23:32:18 IST,29-09-2018,23:32:18,530,414972213,autoharvest,AutoHarvest,, https://t.co/8rALgl3Gah  https://t.co/JPfa2xBf8G,und,[],"['https://lnkd.in/ekmxc2H', 'https://lnkd.in/ek7DbPY']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1046097854425632768,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04547E+18,1.04547E+18,2018-09-28 05:48:15 IST,28-09-2018,05:48:15,530,414972213,autoharvest,AutoHarvest,,I saw this on the BBC and thought you should see it:  Bookworms’ paradise away from Beijing bustle -  https://t.co/OTrPykvPmU,en,[],['https://lnkd.in/dJsEfHy'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1045467687995015168,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.0442E+18,1.0442E+18,2018-09-24 18:09:52 IST,24-09-2018,18:09:52,530,414972213,autoharvest,AutoHarvest,,U.S. and China clobber each other with biggest sets of tariffs yet  https://t.co/2N8PLU8qAF,en,[],['https://wapo.st/2zpTzz2'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1044204769798172672,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04398E+18,1.04398E+18,2018-09-24 03:11:28 IST,24-09-2018,03:11:28,530,414972213,autoharvest,AutoHarvest,,China Is Confronting New U.S. Hostility. But Is It Ready for the Fight?  https://t.co/2PHthVdkqS,en,[],['https://nyti.ms/2PZaFJL'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1043978680966541312,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04387E+18,1.04387E+18,2018-09-23 19:58:00 IST,23-09-2018,19:58:00,530,414972213,autoharvest,AutoHarvest,, https://t.co/oFrfeIVf9E  https://t.co/DgkXvhdDV7,und,[],"['https://lnkd.in/eAHrg4A', 'https://lnkd.in/e-icKXt']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1043869594144919552,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04385E+18,1.04385E+18,2018-09-23 18:24:53 IST,23-09-2018,18:24:53,530,414972213,autoharvest,AutoHarvest,,"I saw this on the BBC and thought you should see it:  Obituary: Shan Tianfang, China's beloved storyteller -  https://t.co/6laWz4Okd5",en,[],['https://lnkd.in/eMyphq4'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1043846163521261570,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
1.04359E+18,1.04359E+18,2018-09-23 01:26:55 IST,23-09-2018,01:26:55,530,414972213,autoharvest,AutoHarvest,,US-China trade talks stall amid tariff standoff  https://t.co/5I8leS3lf7,en,[],['https://lnkd.in/euPkfYa'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1043589983490265088,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04354E+18,1.04354E+18,2018-09-22 22:17:20 IST,22-09-2018,22:17:20,530,414972213,autoharvest,AutoHarvest,, https://t.co/SzCa6mpZA5  https://t.co/QzRtS2mRE1,und,[],"['https://lnkd.in/e4urKfg', 'https://lnkd.in/egzNWHi']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1043542271268925440,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04346E+18,1.04346E+18,2018-09-22 17:06:14 IST,22-09-2018,17:06:14,530,414972213,autoharvest,AutoHarvest,,These people have multiple jobs but are homeless  https://t.co/4RYZkVj271,en,[],['https://lnkd.in/eHqch25'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1043463982353395713,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic
1.04318E+18,1.04318E+18,2018-09-21 22:05:22 IST,21-09-2018,22:05:22,530,414972213,autoharvest,AutoHarvest,,Sloan Kettering’s Cozy Deal With Start-Up Ignites a New Uproar  https://t.co/HCoy953Bzr,en,[],['https://nyti.ms/2Dje58D'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1043176871410782208,FALSE,,0,,,,,,,,[],,,,,Neutral,Optimisn
1.04311E+18,1.04311E+18,2018-09-21 17:20:57 IST,21-09-2018,17:20:57,530,414972213,autoharvest,AutoHarvest,,E-scooter craze receives major backlash  https://t.co/wQWuTaCa6z,en,[],['https://lnkd.in/exvp6y8'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1043105299362729984,FALSE,,0,,,,,,,,[],,,,,Positive,Relief
1.04297E+18,1.04297E+18,2018-09-21 08:27:07 IST,21-09-2018,08:27:07,530,414972213,autoharvest,AutoHarvest,, https://t.co/IcpmWIrq28  https://t.co/vX6LslVAje,und,[],"['https://lnkd.in/eSEh796', 'https://lnkd.in/eivcNjJ']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1042970955658747904,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04273E+18,1.04273E+18,2018-09-20 16:19:38 IST,20-09-2018,16:19:38,530,414972213,autoharvest,AutoHarvest,,Americans’ commutes keep getting longer  https://t.co/It7TJ7viqz,en,[],['https://lnkd.in/eFi8bvH'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1042727479037894658,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.0426E+18,1.0426E+18,2018-09-20 07:40:05 IST,20-09-2018,07:40:05,530,414972213,autoharvest,AutoHarvest,,Maritime accelerator puts down anchor in Haifa  https://t.co/115ABl0en3,ro,[],['https://lnkd.in/efQX52C'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1042596727713357824,FALSE,,0,,,,,,,,[],,,,,Neutral,Optimisn
1.0426E+18,1.0426E+18,2018-09-20 07:37:32 IST,20-09-2018,07:37:32,530,414972213,autoharvest,AutoHarvest,,Is China intruding in Israel's defense industry?  https://t.co/MtohmiInVk,en,[],['https://lnkd.in/ecdh9uf'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1042596089604517888,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic
1.04218E+18,1.04218E+18,2018-09-19 03:46:10 IST,19-09-2018,03:46:10,530,414972213,autoharvest,AutoHarvest,,"Parts of a ‘Virtual’ Border Wall, Built With the Tech Behind Driverless Cars  https://t.co/VGEWZUK2K0",en,[],['https://nyti.ms/2D77FcL'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1042175474749923328,FALSE,,0,,,,,,,,[],,,,,Positive,Optimisn
1.04217E+18,1.04217E+18,2018-09-19 03:07:56 IST,19-09-2018,03:07:56,530,414972213,autoharvest,AutoHarvest,, https://t.co/1jhgqgvyJr  https://t.co/EuKYjLCCta,und,[],"['https://lnkd.in/eyV_zCK', 'https://lnkd.in/euu7gYS']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1042165853771493386,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04181E+18,1.04181E+18,2018-09-18 03:16:12 IST,18-09-2018,03:16:12,530,414972213,autoharvest,AutoHarvest,, https://t.co/hOUADZeA6p  https://t.co/lfUQRqniUE,und,[],"['https://lnkd.in/ei3XDa7', 'https://lnkd.in/eNta3ya']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1041805545634766853,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04178E+18,1.04178E+18,2018-09-18 01:15:25 IST,18-09-2018,01:15:25,530,414972213,autoharvest,AutoHarvest,, https://t.co/AfPl8yFUTX  https://t.co/7OnPedhNAZ,und,[],"['https://lnkd.in/eywiQGA', 'https://lnkd.in/eG6bgne']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1041775147273859072,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04136E+18,1.04136E+18,2018-09-16 21:56:19 IST,16-09-2018,21:56:19,530,414972213,autoharvest,AutoHarvest,,Bloomberg: China’s Silicon Valley Dream Bumps Against Reality.  https://t.co/zfnHwdDbDd,en,[],['https://lnkd.in/eAq5K-Y'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1041362656609951747,FALSE,,0,,,,,,,,[],,,,,Positive,excitement
1.0413E+18,1.0413E+18,2018-09-16 17:56:43 IST,16-09-2018,17:56:43,530,414972213,autoharvest,AutoHarvest,,The true golden goose.  https://t.co/AuQCbkbluO,en,[],['https://lnkd.in/eKcX58E'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1041302357999591424,FALSE,,0,,,,,,,,[],,,,,Positive,excitement
1.04109E+18,1.04109E+18,2018-09-16 03:50:14 IST,16-09-2018,03:50:14,530,414972213,autoharvest,AutoHarvest,, https://t.co/ghyML9oMk3  https://t.co/tP5tD39Rav,und,[],"['https://lnkd.in/eXm-V-v', 'https://lnkd.in/ebRfyQk']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1041089335804739585,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04097E+18,1.04097E+18,2018-09-15 20:13:22 IST,15-09-2018,20:13:22,530,414972213,autoharvest,AutoHarvest,,How the new Apple Watch’s heart-tracking feature could backfire  https://t.co/XaQwZayUBS,en,[],['https://lnkd.in/e2yVzzm'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1040974359622561792,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04072E+18,1.04072E+18,2018-09-15 03:11:07 IST,15-09-2018,03:11:07,530,414972213,autoharvest,AutoHarvest,,Trump asks aides to press ahead with $200 billion in tariffs on Chinese goods  https://t.co/uJMVYfHwQB,en,[],['https://lnkd.in/ek4ZCSx'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1040717104243245056,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
