id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,,,,,,,,,,Sentiment,Emotions
1.38404E+18,1.38401E+18,2021-04-19 12:35:00 IST,19-04-2021,12:35:00,530,1657077212,dashyszn,Brandon,,@Methodz appreciate it brother 🐐,en,[],[],[],0,2,181,[],[],https://twitter.com/DashySZN/status/1384040317205114883,FALSE,,0,,,,,,,,"[{'screen_name': 'Methodz', 'name': 'Ultra Methodz', 'id': '286489488'}]",,,,,,,,,,,,,,Positive,Relief
1.38404E+18,1.38401E+18,2021-04-19 12:34:28 IST,19-04-2021,12:34:28,530,1657077212,dashyszn,Brandon,,@Pamaj Thank WZ duo 🙏🏽🐐,nl,[],[],[],0,2,182,[],[],https://twitter.com/DashySZN/status/1384040181737484292,FALSE,,0,,,,,,,,"[{'screen_name': 'Pamaj', 'name': 'FaZe Pamaj', 'id': '348056057'}]",,,,,,,,,,,,,,Positive,Relief
1.38404E+18,1.38401E+18,2021-04-19 12:34:11 IST,19-04-2021,12:34:11,530,1657077212,dashyszn,Brandon,,@klind13 Thank you brotha 🙏🏽,en,[],[],[],0,2,20,[],[],https://twitter.com/DashySZN/status/1384040112409833477,FALSE,,0,,,,,,,,"[{'screen_name': 'klind13', 'name': 'Kole Lind', 'id': '851820613'}]",,,,,,,,,,,,,,Positive,Relief
1.38403E+18,1.38401E+18,2021-04-19 11:36:11 IST,19-04-2021,11:36:11,530,1657077212,dashyszn,Brandon,,@JKap415 appreciate it Coach K 🐐,en,[],[],[],0,2,149,[],[],https://twitter.com/DashySZN/status/1384025514080235529,FALSE,,0,,,,,,,,"[{'screen_name': 'JKap415', 'name': 'Jordan Kaplan', 'id': '252791673'}]",,,,,,,,,,,,,,Positive,Relief
1.38403E+18,1.38401E+18,2021-04-19 11:35:52 IST,19-04-2021,11:35:52,530,1657077212,dashyszn,Brandon,,@7Prolute good looks my bro,en,[],[],[],0,1,38,[],[],https://twitter.com/DashySZN/status/1384025437420933120,FALSE,,0,,,,,,,,"[{'screen_name': '7Prolute', 'name': 'NYSL Prolute', 'id': '1370600675344846848'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:29:56 IST,19-04-2021,11:29:56,530,1657077212,dashyszn,Brandon,,@Class my fkn guy... appreciate you 🙏🏽🤝,en,[],[],[],0,2,89,[],[],https://twitter.com/DashySZN/status/1384023941853835267,FALSE,,0,,,,,,,,"[{'screen_name': 'Class', 'name': 'Classify 😼', 'id': '2941214692'}]",,,,,,,,,,,,,,Negative,Excitement
1.38402E+18,1.38401E+18,2021-04-19 11:29:22 IST,19-04-2021,11:29:22,530,1657077212,dashyszn,Brandon,,@SimpXO appreciate it bro 🙏🏽,en,[],[],[],0,2,209,[],[],https://twitter.com/DashySZN/status/1384023802099625990,FALSE,,0,,,,,,,,"[{'screen_name': 'SimpXO', 'name': 'FaZe Simp', 'id': '2313386319'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38402E+18,2021-04-19 11:27:31 IST,19-04-2021,11:27:31,530,1657077212,dashyszn,Brandon,,@AccuracyLA appreciate it brotha 🙏🏽,en,[],[],[],0,1,139,[],[],https://twitter.com/DashySZN/status/1384023335978246152,FALSE,,0,,,,,,,,"[{'screen_name': 'AccuracyLA', 'name': 'Lamar ❄️', 'id': '329941020'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:26:51 IST,19-04-2021,11:26:51,530,1657077212,dashyszn,Brandon,,@Slacked brotha JB good looks !!,en,[],[],[],0,2,127,[],[],https://twitter.com/DashySZN/status/1384023168772284420,FALSE,,0,,,,,,,,"[{'screen_name': 'Slacked', 'name': 'Josiah Berry', 'id': '275359872'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:26:32 IST,19-04-2021,11:26:32,530,1657077212,dashyszn,Brandon,,@Rallied Appreciate it my bro 😂🐐,en,[],[],[],0,2,84,[],[],https://twitter.com/DashySZN/status/1384023086161227783,FALSE,,0,,,,,,,,"[{'screen_name': 'Rallied', 'name': 'Ral', 'id': '1232018424'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:24:40 IST,19-04-2021,11:24:40,530,1657077212,dashyszn,Brandon,,@Attach appreciate it bro 🙏🏽,en,[],[],[],0,2,202,[],[],https://twitter.com/DashySZN/status/1384022618567692288,FALSE,,0,,,,,,,,"[{'screen_name': 'Attach', 'name': 'MN Attach', 'id': '865228975'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:24:15 IST,19-04-2021,11:24:15,530,1657077212,dashyszn,Brandon,,@Cellium ty MC!! 🐐,pl,[],[],[],0,2,148,[],[],https://twitter.com/DashySZN/status/1384022513672359936,FALSE,,0,,,,,,,,"[{'screen_name': 'Cellium', 'name': 'FaZe Cellium', 'id': '2261155832'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 11:00:23 IST,19-04-2021,11:00:23,530,1657077212,dashyszn,Brandon,,@Temp brotha Don appreciate it,en,[],[],[],0,2,134,[],[],https://twitter.com/DashySZN/status/1384016505906425856,FALSE,,0,,,,,,,,"[{'screen_name': 'Temp', 'name': 'Donovan', 'id': '326579770'}]",,,,,,,,,,,,,,Positive,Relief
1.38402E+18,1.38401E+18,2021-04-19 10:56:13 IST,19-04-2021,10:56:13,530,1657077212,dashyszn,Brandon,,@silly702 ty justin!,en,[],[],[],0,2,86,[],[],https://twitter.com/DashySZN/status/1384015456315482113,FALSE,,0,,,,,,,,"[{'screen_name': 'silly702', 'name': 'justin fargo-p', 'id': '2869512074'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:49:27 IST,19-04-2021,10:49:27,530,1657077212,dashyszn,Brandon,,@Kuavo Good looks brotha 🙏🏽,en,[],[],[],0,2,226,[],[],https://twitter.com/DashySZN/status/1384013755915202560,FALSE,,0,,,,,,,,"[{'screen_name': 'Kuavo', 'name': '🇵🇭Kylo Ken', 'id': '831981685'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:49:09 IST,19-04-2021,10:49:09,530,1657077212,dashyszn,Brandon,,@Apathy_BZ appreciate it brotha man!!,en,[],[],[],0,1,87,[],[],https://twitter.com/DashySZN/status/1384013679021084676,FALSE,,0,,,,,,,,"[{'screen_name': 'Apathy_BZ', 'name': 'Apathy', 'id': '282399145'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:48:27 IST,19-04-2021,10:48:27,530,1657077212,dashyszn,Brandon,,@Parasite Waggy lets goooo ty my guy,en,[],[],[],0,2,164,[],[],https://twitter.com/DashySZN/status/1384013501266415619,FALSE,,0,,,,,,,,"[{'screen_name': 'Parasite', 'name': 'Christopher Duarte', 'id': '258677858'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:47:00 IST,19-04-2021,10:47:00,530,1657077212,dashyszn,Brandon,,@Drazah_ absolute unit out there kid appreciate it,en,[],[],[],0,2,150,[],[],https://twitter.com/DashySZN/status/1384013139755167745,FALSE,,0,,,,,,,,"[{'screen_name': 'Drazah_', 'name': 'Zack', 'id': '4296408913'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:46:36 IST,19-04-2021,10:46:36,530,1657077212,dashyszn,Brandon,,@Arcitys appreciate it 🐐,en,[],[],[],1,3,437,[],[],https://twitter.com/DashySZN/status/1384013036457922564,FALSE,,0,,,,,,,,"[{'screen_name': 'Arcitys', 'name': 'FaZe Alec 🥀', 'id': '2390673350'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:45:55 IST,19-04-2021,10:45:55,530,1657077212,dashyszn,Brandon,,@ShadyG good looks brotha !!,en,[],[],[],0,1,41,[],[],https://twitter.com/DashySZN/status/1384012866718617602,FALSE,,0,,,,,,,,"[{'screen_name': 'ShadyG', 'name': 'Rise SHADY', 'id': '2546973722'}]",,,,,,,,,,,,,,Positive,NA
1.38401E+18,1.38401E+18,2021-04-19 10:45:20 IST,19-04-2021,10:45:20,530,1657077212,dashyszn,Brandon,,@Fire40 brotha Luis appreciate it,en,[],[],[],0,2,114,[],[],https://twitter.com/DashySZN/status/1384012720156987396,FALSE,,0,,,,,,,,"[{'screen_name': 'Fire40', 'name': 'Fire', 'id': '2942474141'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:44:54 IST,19-04-2021,10:44:54,530,1657077212,dashyszn,Brandon,,@MilesTheRoss appreciate it miles !!,en,[],[],[],1,2,122,[],[],https://twitter.com/DashySZN/status/1384012611486765056,FALSE,,0,,,,,,,,"[{'screen_name': 'MilesTheRoss', 'name': 'Miles Ross Jnr', 'id': '54509352'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:44:00 IST,19-04-2021,10:44:00,530,1657077212,dashyszn,Brandon,,@FrostyBB appreciate it legend 🐐,en,[],[],[],0,3,79,[],[],https://twitter.com/DashySZN/status/1384012382100357125,FALSE,,0,,,,,,,,"[{'screen_name': 'FrostyBB', 'name': 'SEN Frosty', 'id': '436359211'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:43:41 IST,19-04-2021,10:43:41,530,1657077212,dashyszn,Brandon,,@GstaAsim canadian duo appreciate it brotha 🤝,en,[],[],[],0,1,173,[],[],https://twitter.com/DashySZN/status/1384012303494914054,FALSE,,0,,,,,,,,"[{'screen_name': 'GstaAsim', 'name': 'NYSL Asim', 'id': '1126309800'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:43:05 IST,19-04-2021,10:43:05,530,1657077212,dashyszn,Brandon,,@TJHaLy brotha teej.. appreciate it !!🙏🏽,en,[],[],[],0,4,268,[],[],https://twitter.com/DashySZN/status/1384012152659320839,FALSE,,0,,,,,,,,"[{'screen_name': 'TJHaLy', 'name': 'Tj', 'id': '1212292046'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:41:59 IST,19-04-2021,10:41:59,530,1657077212,dashyszn,Brandon,,@SaintsNato My guy 🤝 appreciate it !!,en,[],[],[],0,2,121,[],[],https://twitter.com/DashySZN/status/1384011874799210501,FALSE,,0,,,,,,,,"[{'screen_name': 'SaintsNato', 'name': 'NYSL Nat0', 'id': '271697994'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:41:32 IST,19-04-2021,10:41:32,530,1657077212,dashyszn,Brandon,,@VividTheWarrior 8s duo appreciate it,en,[],[],[],0,2,83,[],[],https://twitter.com/DashySZN/status/1384011762836541443,FALSE,,0,,,,,,,,"[{'screen_name': 'VividTheWarrior', 'name': 'Reece', 'id': '2344166774'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:40:52 IST,19-04-2021,10:40:52,530,1657077212,dashyszn,Brandon,,@Sender goach let’s it !!,en,[],[],[],0,3,334,[],[],https://twitter.com/DashySZN/status/1384011593244037120,FALSE,,0,,,,,,,,"[{'screen_name': 'Sender', 'name': 'OpTic Sender', 'id': '416459532'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:40:15 IST,19-04-2021,10:40:15,530,1657077212,dashyszn,Brandon,,@NNeptuunE appreciate it goat,en,[],[],[],0,3,138,[],[],https://twitter.com/DashySZN/status/1384011440961376259,FALSE,,0,,,,,,,,"[{'screen_name': 'NNeptuunE', 'name': 'Travis', 'id': '808425563803320320'}]",,,,,,,,,,,,,,Positive,Relief
1.38401E+18,1.38401E+18,2021-04-19 10:38:59 IST,19-04-2021,10:38:59,530,1657077212,dashyszn,Brandon,,22🥳🙏🏽,und,[],[],[],787,232,12263,[],[],https://twitter.com/DashySZN/status/1384011122026504198,FALSE,,0,,,,,,,,[],,,,,,,,,,,,,,Positive,Relief
1.38371E+18,1.38371E+18,2021-04-18 14:32:11 IST,18-04-2021,14:32:11,530,1657077212,dashyszn,Brandon,,@SaintsNato  https://t.co/hYp0cHDRHH,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/EzPqjzYVUAgWM6Q.jpg'],1,1,107,[],[],https://twitter.com/DashySZN/status/1383707418291367946,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/EzPqjzYVUAgWM6Q.jpg,,,,,,,[],,,,,,,,,,,,,,NA,NA
1.3837E+18,1.38369E+18,2021-04-18 13:56:11 IST,18-04-2021,13:56:11,530,1657077212,dashyszn,Brandon,,@H3CZ @scump @DylanEnvoy “yo dyl peep this”,en,[],[],[],1,2,500,[],[],https://twitter.com/DashySZN/status/1383698360327016451,FALSE,,0,,,,,,,,"[{'screen_name': 'H3CZ', 'name': 'OpTic HECZ', 'id': '90779436'}, {'screen_name': 'scump', 'name': 'OpTic Scump', 'id': '272570677'}, {'screen_name': 'DylanEnvoy', 'name': 'OpTic Envoy', 'id': '925159100257849345'}]",,,,,,,,,,,,,,,
1.3837E+18,1.38369E+18,2021-04-18 13:46:55 IST,18-04-2021,13:46:55,530,1657077212,dashyszn,Brandon,,@scump @DylanEnvoy it be like that sometimes 😭,en,[],[],[],3,2,710,[],[],https://twitter.com/DashySZN/status/1383696027463520261,FALSE,,0,,,,,,,,"[{'screen_name': 'scump', 'name': 'OpTic Scump', 'id': '272570677'}, {'screen_name': 'DylanEnvoy', 'name': 'OpTic Envoy', 'id': '925159100257849345'}]",,,,,,,,,,,,,,Positive,Relief
1.38369E+18,1.38369E+18,2021-04-18 13:21:09 IST,18-04-2021,13:21:09,530,1657077212,dashyszn,Brandon,,@DylanEnvoy  https://t.co/lOfVe6JJLt,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/EzPaTLyUUAgW5nC.jpg'],23,40,3329,[],[],https://twitter.com/DashySZN/status/1383689544952729602,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/EzPaTLyUUAgW5nC.jpg,,,,,,,[],,,,,,,,,,,,,,NA,NA
