id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Sentiments,Emotions,,,
7.40242E+17,7.40242E+17,2016-06-07 23:28:42 IST,07-06-2016,23:28:42,530,2253557707,newshedge,NewsHedge,,$LC trading Halted...news pending.,en,[],[],[],0,0,0,[],['lc'],https://twitter.com/NewsHedge/status/740241589851676672,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.40234E+17,7.40234E+17,2016-06-07 22:57:47 IST,07-06-2016,22:57:47,530,2253557707,newshedge,NewsHedge,,$PHM BOOM!,et,[],[],[],0,0,1,[],['phm'],https://twitter.com/NewsHedge/status/740233809866588160,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.4022E+17,7.4022E+17,2016-06-07 22:03:54 IST,07-06-2016,22:03:54,530,2253557707,newshedge,NewsHedge,,$SODA spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['soda'],https://twitter.com/NewsHedge/status/740220249690099712,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.40202E+17,7.40202E+17,2016-06-07 20:51:34 IST,07-06-2016,20:51:34,530,2253557707,newshedge,NewsHedge,,"$PACD trading Halted..on ""stock pause""",en,[],[],[],0,0,0,[],['pacd'],https://twitter.com/NewsHedge/status/740202043587985408,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.40183E+17,7.40183E+17,2016-06-07 19:36:28 IST,07-06-2016,19:36:28,530,2253557707,newshedge,NewsHedge,,$SYNA spiked lower on very heavy trading volume.,en,[],[],[],0,1,1,[],['syna'],https://twitter.com/NewsHedge/status/740183143626346496,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.39884E+17,7.39884E+17,2016-06-06 23:46:36 IST,06-06-2016,23:46:36,530,2253557707,newshedge,NewsHedge,,$ARRY spiked lower on very heavy trading volume.,en,[],[],[],0,1,0,[],['arry'],https://twitter.com/NewsHedge/status/739883706924441600,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.38806E+17,7.38806E+17,2016-06-04 00:23:41 IST,04-06-2016,00:23:41,530,2253557707,newshedge,NewsHedge,,$P ripping higher.,en,[],[],[],0,0,0,[],['p'],https://twitter.com/NewsHedge/status/738805873909194752,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.38801E+17,7.38801E+17,2016-06-04 00:03:10 IST,04-06-2016,00:03:10,530,2253557707,newshedge,NewsHedge,,$SWHC spiked lower on very heavy trading volume.,en,[],[],[],0,0,0,[],['swhc'],https://twitter.com/NewsHedge/status/738800711467573253,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.38426E+17,7.38426E+17,2016-06-02 23:14:42 IST,02-06-2016,23:14:42,530,2253557707,newshedge,NewsHedge,,$CST BOOM!,en,[],[],[],0,0,0,[],['cst'],https://twitter.com/NewsHedge/status/738426128419852289,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.38426E+17,7.38426E+17,2016-06-02 23:12:30 IST,02-06-2016,23:12:30,530,2253557707,newshedge,NewsHedge,,$DISH spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['dish'],https://twitter.com/NewsHedge/status/738425572192182272,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.38413E+17,7.38413E+17,2016-06-02 22:21:32 IST,02-06-2016,22:21:32,530,2253557707,newshedge,NewsHedge,,$CC falling apart...looks active.,en,[],[],[],0,0,0,[],['cc'],https://twitter.com/NewsHedge/status/738412747176562689,FALSE,,0,,,,,,,,[],,,,,Negative,Fear,,,
7.38412E+17,7.38412E+17,2016-06-02 22:20:23 IST,02-06-2016,22:20:23,530,2253557707,newshedge,NewsHedge,,$CLRB running higher...now breaking through $4,en,[],[],[],0,0,0,[],['clrb'],https://twitter.com/NewsHedge/status/738412458960789505,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.38394E+17,7.38394E+17,2016-06-02 21:09:01 IST,02-06-2016,21:09:01,530,2253557707,newshedge,NewsHedge,,$TPUB and $GCI spiking lower on large volume.,en,[],[],[],0,0,0,[],"['tpub', 'gci']",https://twitter.com/NewsHedge/status/738394496094724100,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.38389E+17,7.38389E+17,2016-06-02 20:46:45 IST,02-06-2016,20:46:45,530,2253557707,newshedge,NewsHedge,,$ZFGN ripping higher on good volume.,en,[],[],[],0,0,0,[],['zfgn'],https://twitter.com/NewsHedge/status/738388893691568128,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.38093E+17,7.38093E+17,2016-06-02 01:12:16 IST,02-06-2016,01:12:16,530,2253557707,newshedge,NewsHedge,,$VWR spiked lower on very heavy trading volume.,en,[],[],[],0,0,0,[],['vwr'],https://twitter.com/NewsHedge/status/738093324028911617,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.38091E+17,7.38091E+17,2016-06-02 01:03:29 IST,02-06-2016,01:03:29,530,2253557707,newshedge,NewsHedge,,$BLOX spiked higher/lower...looks active.,en,[],[],[],0,0,0,[],['blox'],https://twitter.com/NewsHedge/status/738091113391656964,FALSE,,0,,,,,,,,[],,,,,Neutral,Relief,,,
7.36227E+17,7.36227E+17,2016-05-27 21:34:37 IST,27-05-2016,21:34:37,530,2253557707,newshedge,NewsHedge,,$SONC looks jumpy.,en,[],[],[],0,0,0,[],['sonc'],https://twitter.com/NewsHedge/status/736226613419905025,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.35543E+17,7.35543E+17,2016-05-26 00:17:02 IST,26-05-2016,00:17:02,530,2253557707,newshedge,NewsHedge,,$CRTO falling apart fast.,en,[],[],[],0,0,0,[],['crto'],https://twitter.com/NewsHedge/status/735542710132576256,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.35528E+17,7.35528E+17,2016-05-25 23:18:54 IST,25-05-2016,23:18:54,530,2253557707,newshedge,NewsHedge,,$CSC breaking out...HOD,en,[],[],[],0,0,2,[],['csc'],https://twitter.com/NewsHedge/status/735528080886751233,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.35522E+17,7.35522E+17,2016-05-25 22:55:31 IST,25-05-2016,22:55:31,530,2253557707,newshedge,NewsHedge,,$BAH spiked higher on very heavy trading volume...looks to be active.,en,[],[],[],0,0,0,[],['bah'],https://twitter.com/NewsHedge/status/735522197570125824,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.35165E+17,7.35165E+17,2016-05-24 23:17:56 IST,24-05-2016,23:17:56,530,2253557707,newshedge,NewsHedge,,$ARE acting oddly.,en,[],[],[],0,0,0,[],['are'],https://twitter.com/NewsHedge/status/735165447469826048,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.35151E+17,7.35151E+17,2016-05-24 22:19:56 IST,24-05-2016,22:19:56,530,2253557707,newshedge,NewsHedge,,$MON trading Halted on NEWS,en,[],[],[],0,0,0,[],['mon'],https://twitter.com/NewsHedge/status/735150854265675776,FALSE,,0,,,,,,,,[],,,,,Positive,Panic,,,
7.35133E+17,7.35133E+17,2016-05-24 21:09:02 IST,24-05-2016,21:09:02,530,2253557707,newshedge,NewsHedge,,$HLF BOOM!,nl,[],[],[],0,0,0,[],['hlf'],https://twitter.com/NewsHedge/status/735133008848510976,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.33742E+17,7.33742E+17,2016-05-21 01:02:46 IST,21-05-2016,01:02:46,530,2253557707,newshedge,NewsHedge,,$ETFC Etrade offices being raided. Employees arrested for illegal trading.,en,[],[],[],0,0,0,[],['etfc'],https://twitter.com/NewsHedge/status/733742278041178112,FALSE,,0,,,,,,,,[],,,,,Neutral,Relief,,,
